날짜,발전기ID,운영상태,가동상태,최근점검일,다음점검예정일,발전기나이(년)
2023-02-07,GEN_009,점검중,대기,2023-01-20,2023-02-20,11
2023-02-07,GEN_010,정상운영,운전,2023-01-16,2023-02-25,6
2023-02-08,GEN_001,정상운영,정지,2023-01-30,2023-03-07,7
2023-02-08,GEN_002,정상운영,운전,2023-01-19,2023-03-05,10
2023-02-08,GEN_003,정상운영,운전,2023-01-18,2023-03-07,8
2023-02-08,GEN_004,정상운영,운전,2023-01-31,2023-02-22,8
2023-02-08,GEN_005,정비중,운전,2023-01-12,2023-02-18,11
2023-02-08,GEN_006,점검중,운전,2023-01-10,2023-02-28,5
2023-02-08,GEN_007,점검중,정지,2023-01-15,2023-03-09,8
2023-02-08,GEN_008,정상운영,운전,2023-02-03,2023-03-09,7
2023-02-08,GEN_009,정상운영,대기,2023-01-25,2023-02-21,12
2023-02-08,GEN_010,정상운영,운전,2023-02-03,2023-03-05,11
2023-02-09,GEN_001,정상운영,대기,2023-01-23,2023-03-09,3
2023-02-09,GEN_002,정상운영,정지,2023-01-20,2023-02-22,13
2023-02-09,GEN_003,정상운영,운전,2023-01-19,2023-03-03,12
2023-02-09,GEN_004,정상운영,정지,2023-01-11,2023-02-22,5
2023-02-09,GEN_005,정상운영,운전,2023-01-24,2023-03-10,8
2023-02-09,GEN_006,정상운영,운전,2023-01-13,2023-02-24,13
2023-02-09,GEN_007,점검중,운전,2023-01-15,2023-02-20,5
2023-02-09,GEN_008,정상운영,대기,2023-01-21,2023-03-08,11
2023-02-09,GEN_009,정상운영,운전,2023-02-07,2023-02-20,5
2023-02-09,GEN_010,정상운영,운전,2023-01-17,2023-03-06,2
2023-02-10,GEN_001,정상운영,운전,2023-01-14,2023-02-22,5
2023-02-10,GEN_002,정상운영,정지,2023-01-19,2023-02-27,3
2023-02-10,GEN_003,정상운영,대기,2023-01-23,2023-03-08,13
2023-02-10,GEN_004,정상운영,대기,2023-01-31,2023-03-09,3
2023-02-10,GEN_005,정상운영,운전,2023-01-29,2023-03-08,6
2023-02-10,GEN_006,정상운영,운전,2023-01-19,2023-02-20,11
2023-02-10,GEN_007,정상운영,운전,2023-01-19,2023-02-25,10
2023-02-10,GEN_008,점검중,운전,2023-01-18,2023-03-08,8
2023-02-10,GEN_009,정상운영,정지,2023-02-05,2023-02-26,5
2023-02-10,GEN_010,정상운영,정지,2023-01-29,2023-03-01,12
2023-02-11,GEN_001,정상운영,운전,2023-01-25,2023-03-02,9
2023-02-11,GEN_002,정상운영,운전,2023-02-10,2023-03-09,10
2023-02-11,GEN_003,정상운영,운전,2023-01-21,2023-03-08,10
2023-02-11,GEN_004,고장,운전,2023-01-14,2023-03-10,14
2023-02-11,GEN_005,정비중,운전,2023-01-15,2023-03-12,4
2023-02-11,GEN_006,정상운영,정지,2023-01-28,2023-03-10,14
2023-02-11,GEN_007,정상운영,정지,2023-01-18,2023-03-11,2
2023-02-11,GEN_008,정상운영,운전,2023-01-20,2023-03-01,12
2023-02-11,GEN_009,정상운영,운전,2023-02-06,2023-02-28,4
2023-02-11,GEN_010,정상운영,운전,2023-01-27,2023-03-12,4
2023-02-12,GEN_001,정상운영,운전,2023-01-30,2023-02-27,10
2023-02-12,GEN_002,정상운영,대기,2023-01-23,2023-02-22,2
2023-02-12,GEN_003,정상운영,운전,2023-01-27,2023-03-04,9
2023-02-12,GEN_004,정비중,운전,2023-02-05,2023-03-06,9
2023-02-12,GEN_005,정상운영,운전,2023-01-21,2023-03-07,9
2023-02-12,GEN_006,정상운영,운전,2023-01-15,2023-03-06,5
2023-02-12,GEN_007,정상운영,운전,2023-01-18,2023-03-10,8
2023-02-12,GEN_008,정비중,운전,2023-02-06,2023-03-09,12
2023-02-12,GEN_009,정상운영,대기,2023-02-06,2023-03-09,14
2023-02-12,GEN_010,정상운영,대기,2023-02-10,2023-03-10,14
2023-02-13,GEN_001,정상운영,운전,2023-01-30,2023-02-23,14
2023-02-13,GEN_002,정비중,운전,2023-01-15,2023-03-12,9
2023-02-13,GEN_003,정상운영,운전,2023-02-10,2023-03-08,10
2023-02-13,GEN_004,고장,정지,2023-02-08,2023-03-07,14
2023-02-13,GEN_005,정상운영,운전,2023-02-10,2023-03-07,11
2023-02-13,GEN_006,정상운영,운전,2023-01-25,2023-03-05,12
2023-02-13,GEN_007,정상운영,운전,2023-01-27,2023-03-12,14
2023-02-13,GEN_008,정비중,운전,2023-02-03,2023-03-07,13
2023-02-13,GEN_009,정상운영,운전,2023-01-21,2023-03-08,14
2023-02-13,GEN_010,정상운영,운전,2023-01-18,2023-03-11,11
2023-02-14,GEN_001,정상운영,운전,2023-02-04,2023-02-28,5
2023-02-14,GEN_002,정상운영,운전,2023-01-27,2023-03-13,11
2023-02-14,GEN_003,정상운영,정지,2023-02-02,2023-03-07,7
2023-02-14,GEN_004,정상운영,운전,2023-01-29,2023-03-03,4
2023-02-14,GEN_005,정상운영,대기,2023-02-02,2023-03-08,8
2023-02-14,GEN_006,정상운영,운전,2023-01-18,2023-03-06,5
2023-02-14,GEN_007,고장,운전,2023-02-12,2023-03-04,11
2023-02-14,GEN_008,정상운영,대기,2023-02-08,2023-02-25,12
2023-02-14,GEN_009,정상운영,운전,2023-01-16,2023-03-04,6
2023-02-14,GEN_010,정상운영,운전,2023-02-10,2023-03-07,5
2023-02-15,GEN_001,정상운영,운전,2023-01-21,2023-03-04,8
2023-02-15,GEN_002,점검중,운전,2023-02-05,2023-03-06,4
2023-02-15,GEN_003,정상운영,정지,2023-01-31,2023-03-09,3
2023-02-15,GEN_004,정상운영,운전,2023-02-12,2023-03-09,3
2023-02-15,GEN_005,정상운영,대기,2023-01-26,2023-03-05,4
2023-02-15,GEN_006,정상운영,운전,2023-01-26,2023-03-04,14
2023-02-15,GEN_007,정상운영,정지,2023-01-27,2023-02-25,5
2023-02-15,GEN_008,정상운영,운전,2023-01-27,2023-02-26,10
2023-02-15,GEN_009,정상운영,운전,2023-01-23,2023-03-10,10
2023-02-15,GEN_010,정상운영,운전,2023-01-25,2023-03-04,4
2023-02-16,GEN_001,점검중,운전,2023-01-19,2023-02-26,10
2023-02-16,GEN_002,정비중,운전,2023-02-11,2023-03-06,2
2023-02-16,GEN_003,정상운영,운전,2023-01-20,2023-02-27,13
2023-02-16,GEN_004,정상운영,운전,2023-01-31,2023-03-03,3
2023-02-16,GEN_005,점검중,운전,2023-02-04,2023-03-02,4
2023-02-16,GEN_006,정상운영,운전,2023-01-27,2023-02-27,7
2023-02-16,GEN_007,정상운영,운전,2023-01-23,2023-02-27,8
2023-02-16,GEN_008,정상운영,운전,2023-02-02,2023-03-13,10
2023-02-16,GEN_009,점검중,운전,2023-02-11,2023-03-09,14
2023-02-16,GEN_010,정상운영,운전,2023-02-06,2023-03-01,9
2023-02-17,GEN_001,정상운영,정지,2023-02-09,2023-03-16,10
2023-02-17,GEN_002,정상운영,대기,2023-01-19,2023-03-14,11
2023-02-17,GEN_003,정상운영,운전,2023-02-08,2023-02-27,4
2023-02-17,GEN_004,정상운영,운전,2023-02-13,2023-02-27,12
2023-02-17,GEN_005,점검중,정지,2023-01-24,2023-03-01,5
2023-02-17,GEN_006,정상운영,운전,2023-02-15,2023-03-15,4
2023-02-17,GEN_007,정비중,대기,2023-01-23,2023-03-11,4
2023-02-17,GEN_008,정상운영,운전,2023-01-19,2023-03-13,7
2023-02-17,GEN_009,정비중,운전,2023-01-20,2023-03-14,5
2023-02-17,GEN_010,정상운영,정지,2023-01-22,2023-03-12,13
2023-02-18,GEN_001,정상운영,운전,2023-01-24,2023-03-10,3
2023-02-18,GEN_002,고장,대기,2023-02-07,2023-03-01,8
2023-02-18,GEN_003,정상운영,운전,2023-01-24,2023-03-13,4
2023-02-18,GEN_004,정상운영,운전,2023-02-05,2023-03-09,9
2023-02-18,GEN_005,정상운영,운전,2023-01-20,2023-03-05,13
2023-02-18,GEN_006,정상운영,운전,2023-01-22,2023-03-06,5
2023-02-18,GEN_007,정상운영,정지,2023-01-28,2023-03-19,2
2023-02-18,GEN_008,정상운영,운전,2023-01-30,2023-03-19,5
2023-02-18,GEN_009,정상운영,운전,2023-01-26,2023-03-06,13
2023-02-18,GEN_010,정상운영,운전,2023-01-27,2023-03-08,11
2023-02-19,GEN_001,정상운영,운전,2023-02-08,2023-03-10,2
2023-02-19,GEN_002,정상운영,정지,2023-01-27,2023-03-18,6
2023-02-19,GEN_003,정상운영,대기,2023-02-18,2023-03-07,2
2023-02-19,GEN_004,정상운영,운전,2023-01-21,2023-03-15,8
2023-02-19,GEN_005,정상운영,운전,2023-01-24,2023-03-11,12
2023-02-19,GEN_006,정상운영,운전,2023-01-30,2023-03-02,4
2023-02-19,GEN_007,정상운영,정지,2023-02-09,2023-03-10,9
2023-02-19,GEN_008,정상운영,운전,2023-01-27,2023-03-16,4
2023-02-19,GEN_009,정상운영,정지,2023-02-17,2023-03-11,4
2023-02-19,GEN_010,정상운영,운전,2023-02-18,2023-03-10,14
2023-02-20,GEN_001,정상운영,운전,2023-01-31,2023-03-13,5
2023-02-20,GEN_002,정상운영,대기,2023-02-05,2023-03-21,9
2023-02-20,GEN_003,정상운영,운전,2023-02-03,2023-03-02,14
2023-02-20,GEN_004,점검중,운전,2023-01-23,2023-03-08,8
2023-02-20,GEN_005,정상운영,운전,2023-02-14,2023-03-09,12
2023-02-20,GEN_006,고장,운전,2023-02-02,2023-03-10,8
2023-02-20,GEN_007,정상운영,운전,2023-02-13,2023-03-08,4
2023-02-20,GEN_008,정상운영,운전,2023-02-18,2023-03-06,8
2023-02-20,GEN_009,정상운영,운전,2023-02-13,2023-03-16,13
2023-02-20,GEN_010,정상운영,정지,2023-01-26,2023-03-06,11
2023-02-21,GEN_001,정상운영,정지,2023-01-24,2023-03-16,8
2023-02-21,GEN_002,정상운영,운전,2023-01-29,2023-03-07,2
2023-02-21,GEN_003,정상운영,정지,2023-01-30,2023-03-08,4
2023-02-21,GEN_004,정비중,정지,2023-02-02,2023-03-04,7
2023-02-21,GEN_005,점검중,운전,2023-02-03,2023-03-11,11
2023-02-21,GEN_006,정상운영,운전,2023-01-25,2023-03-05,14
2023-02-21,GEN_007,정상운영,운전,2023-02-15,2023-03-22,8
2023-02-21,GEN_008,정상운영,대기,2023-02-19,2023-03-08,7
2023-02-21,GEN_009,정비중,운전,2023-01-25,2023-03-03,8
2023-02-21,GEN_010,정상운영,운전,2023-02-11,2023-03-19,2
2023-02-22,GEN_001,정상운영,운전,2023-02-03,2023-03-08,10
2023-02-22,GEN_002,정상운영,운전,2023-02-18,2023-03-20,8
2023-02-22,GEN_003,정상운영,운전,2023-01-26,2023-03-10,14
2023-02-22,GEN_004,정상운영,운전,2023-01-28,2023-03-17,8
2023-02-22,GEN_005,정상운영,운전,2023-02-07,2023-03-14,2
2023-02-22,GEN_006,정상운영,대기,2023-02-21,2023-03-09,10
2023-02-22,GEN_007,정상운영,운전,2023-02-18,2023-03-06,7
2023-02-22,GEN_008,정상운영,운전,2023-01-24,2023-03-12,7
2023-02-22,GEN_009,점검중,운전,2023-02-10,2023-03-07,3
2023-02-22,GEN_010,고장,운전,2023-01-29,2023-03-11,13
2023-02-23,GEN_001,정상운영,정지,2023-02-13,2023-03-23,4
2023-02-23,GEN_002,점검중,운전,2023-02-07,2023-03-14,8
2023-02-23,GEN_003,정상운영,운전,2023-01-31,2023-03-05,9
2023-02-23,GEN_004,정상운영,정지,2023-02-22,2023-03-14,6
2023-02-23,GEN_005,정상운영,운전,2023-02-07,2023-03-15,10
2023-02-23,GEN_006,정상운영,운전,2023-02-07,2023-03-06,9
2023-02-23,GEN_007,정상운영,대기,2023-02-01,2023-03-15,12
2023-02-23,GEN_008,정상운영,정지,2023-02-20,2023-03-20,10
2023-02-23,GEN_009,정상운영,운전,2023-02-13,2023-03-18,9
2023-02-23,GEN_010,고장,운전,2023-01-29,2023-03-09,8
2023-02-24,GEN_001,정상운영,운전,2023-02-14,2023-03-08,12
2023-02-24,GEN_002,정상운영,정지,2023-01-26,2023-03-16,6
2023-02-24,GEN_003,정상운영,운전,2023-02-18,2023-03-18,12
2023-02-24,GEN_004,정상운영,운전,2023-02-09,2023-03-25,14
2023-02-24,GEN_005,점검중,운전,2023-02-01,2023-03-19,11
2023-02-24,GEN_006,정상운영,대기,2023-01-29,2023-03-24,3
2023-02-24,GEN_007,정상운영,운전,2023-02-11,2023-03-14,9
2023-02-24,GEN_008,정상운영,운전,2023-02-15,2023-03-18,14
2023-02-24,GEN_009,정상운영,운전,2023-02-12,2023-03-11,8
2023-02-24,GEN_010,정비중,운전,2023-02-02,2023-03-13,3
2023-02-25,GEN_001,정상운영,운전,2023-02-18,2023-03-07,5
2023-02-25,GEN_002,정상운영,운전,2023-02-08,2023-03-26,2
2023-02-25,GEN_003,고장,운전,2023-02-23,2023-03-08,14
2023-02-25,GEN_004,정상운영,대기,2023-01-30,2023-03-17,8
2023-02-25,GEN_005,정상운영,정지,2023-02-22,2023-03-15,13
2023-02-25,GEN_006,정상운영,운전,2023-01-27,2023-03-20,7
2023-02-25,GEN_007,정상운영,정지,2023-02-22,2023-03-24,12
2023-02-25,GEN_008,정상운영,운전,2023-02-03,2023-03-10,10
2023-02-25,GEN_009,정비중,운전,2023-02-24,2023-03-07,10
2023-02-25,GEN_010,정상운영,정지,2023-02-08,2023-03-16,5
2023-02-26,GEN_001,정비중,운전,2023-02-14,2023-03-22,10
2023-02-26,GEN_002,정상운영,운전,2023-02-21,2023-03-25,12
2023-02-26,GEN_003,정상운영,운전,2023-02-02,2023-03-09,10
2023-02-26,GEN_004,정비중,운전,2023-02-17,2023-03-26,11
2023-02-26,GEN_005,정상운영,운전,2023-02-23,2023-03-23,13
2023-02-26,GEN_006,정상운영,대기,2023-02-16,2023-03-20,4
2023-02-26,GEN_007,정상운영,운전,2023-02-10,2023-03-16,3
2023-02-26,GEN_008,정상운영,운전,2023-02-03,2023-03-09,14
2023-02-26,GEN_009,정비중,정지,2023-02-14,2023-03-25,14
2023-02-26,GEN_010,정비중,운전,2023-02-21,2023-03-12,6
2023-02-27,GEN_001,점검중,대기,2023-02-14,2023-03-25,11
2023-02-27,GEN_002,정상운영,운전,2023-02-01,2023-03-27,8
2023-02-27,GEN_003,정상운영,운전,2023-02-09,2023-03-19,2
2023-02-27,GEN_004,정상운영,운전,2023-02-25,2023-03-12,9
2023-02-27,GEN_005,정비중,운전,2023-01-29,2023-03-09,8
2023-02-27,GEN_006,정상운영,운전,2023-02-24,2023-03-21,12
2023-02-27,GEN_007,정상운영,운전,2023-02-12,2023-03-18,6
2023-02-27,GEN_008,고장,운전,2023-02-02,2023-03-23,10
2023-02-27,GEN_009,정상운영,운전,2023-01-31,2023-03-10,3
2023-02-27,GEN_010,점검중,대기,2023-02-18,2023-03-21,8
2023-02-28,GEN_001,정상운영,정지,2023-02-11,2023-03-12,14
2023-02-28,GEN_002,점검중,운전,2023-02-09,2023-03-14,14
2023-02-28,GEN_003,정상운영,운전,2023-01-30,2023-03-29,7
2023-02-28,GEN_004,정상운영,운전,2023-02-06,2023-03-28,11
2023-02-28,GEN_005,정상운영,운전,2023-02-01,2023-03-12,8
2023-02-28,GEN_006,점검중,운전,2023-02-04,2023-03-17,7
2023-02-28,GEN_007,정상운영,운전,2023-02-23,2023-03-24,13
2023-02-28,GEN_008,점검중,운전,2023-02-21,2023-03-28,9
2023-02-28,GEN_009,점검중,대기,2023-02-07,2023-03-11,11
2023-02-28,GEN_010,고장,운전,2023-02-25,2023-03-17,7
2023-03-01,GEN_001,정상운영,대기,2023-02-20,2023-03-13,5
2023-03-01,GEN_002,정상운영,운전,2023-02-11,2023-03-30,10
2023-03-01,GEN_003,정상운영,운전,2023-02-14,2023-03-29,10
2023-03-01,GEN_004,정상운영,운전,2023-02-12,2023-03-25,10
2023-03-01,GEN_005,정상운영,정지,2023-02-12,2023-03-16,13
2023-03-01,GEN_006,정상운영,운전,2023-01-31,2023-03-29,10
2023-03-01,GEN_007,정상운영,운전,2023-02-15,2023-03-25,10
2023-03-01,GEN_008,정상운영,운전,2023-02-27,2023-03-27,9
2023-03-01,GEN_009,고장,운전,2023-02-12,2023-03-15,3
2023-03-01,GEN_010,정상운영,대기,2023-02-16,2023-03-21,6
2023-03-02,GEN_001,정상운영,대기,2023-02-17,2023-03-16,13
2023-03-02,GEN_002,정상운영,정지,2023-02-22,2023-03-20,13
2023-03-02,GEN_003,정상운영,운전,2023-02-17,2023-03-26,13
2023-03-02,GEN_004,정상운영,정지,2023-02-28,2023-03-30,5
2023-03-02,GEN_005,정상운영,운전,2023-02-25,2023-03-22,2
2023-03-02,GEN_006,고장,운전,2023-02-27,2023-03-25,7
2023-03-02,GEN_007,정상운영,운전,2023-02-12,2023-03-19,4
2023-03-02,GEN_008,정상운영,운전,2023-02-01,2023-03-24,6
2023-03-02,GEN_009,정상운영,운전,2023-02-24,2023-03-26,2
2023-03-02,GEN_010,정상운영,운전,2023-02-08,2023-03-26,10
2023-03-03,GEN_001,정상운영,운전,2023-02-04,2023-03-31,9
2023-03-03,GEN_002,정상운영,정지,2023-02-10,2023-03-25,13
2023-03-03,GEN_003,정상운영,운전,2023-02-24,2023-03-23,12
2023-03-03,GEN_004,점검중,운전,2023-02-28,2023-03-27,6
2023-03-03,GEN_005,정상운영,운전,2023-02-20,2023-03-16,10
2023-03-03,GEN_006,정상운영,운전,2023-02-03,2023-03-15,13
2023-03-03,GEN_007,정상운영,대기,2023-02-11,2023-03-21,8
2023-03-03,GEN_008,정상운영,운전,2023-02-11,2023-03-20,8
2023-03-03,GEN_009,정상운영,운전,2023-02-18,2023-03-30,10
2023-03-03,GEN_010,정상운영,운전,2023-02-02,2023-03-24,7
2023-03-04,GEN_001,정상운영,대기,2023-02-14,2023-03-24,8
2023-03-04,GEN_002,정비중,운전,2023-02-03,2023-03-30,3
2023-03-04,GEN_003,정상운영,운전,2023-02-17,2023-04-02,4
2023-03-04,GEN_004,정상운영,운전,2023-02-14,2023-03-27,13
2023-03-04,GEN_005,정상운영,운전,2023-02-11,2023-03-15,9
2023-03-04,GEN_006,정상운영,운전,2023-02-08,2023-03-23,2
2023-03-04,GEN_007,정상운영,정지,2023-02-09,2023-03-30,8
2023-03-04,GEN_008,정상운영,정지,2023-02-20,2023-03-28,13
2023-03-04,GEN_009,정상운영,운전,2023-02-05,2023-03-25,6
2023-03-04,GEN_010,정비중,운전,2023-02-22,2023-04-02,10
2023-03-05,GEN_001,정상운영,운전,2023-03-01,2023-03-22,7
2023-03-05,GEN_002,정상운영,운전,2023-02-14,2023-03-15,9
2023-03-05,GEN_003,정상운영,운전,2023-02-17,2023-03-16,5
2023-03-05,GEN_004,정상운영,운전,2023-02-21,2023-03-19,11
2023-03-05,GEN_005,정상운영,운전,2023-02-27,2023-03-28,11
2023-03-05,GEN_006,정상운영,운전,2023-03-03,2023-03-16,5
2023-03-05,GEN_007,정상운영,운전,2023-02-08,2023-03-26,7
2023-03-05,GEN_008,정상운영,운전,2023-02-27,2023-03-16,14
2023-03-05,GEN_009,정상운영,대기,2023-02-18,2023-03-27,12
2023-03-05,GEN_010,정상운영,운전,2023-02-28,2023-04-03,10
2023-03-06,GEN_001,점검중,정지,2023-02-23,2023-03-20,9
2023-03-06,GEN_002,정상운영,운전,2023-02-12,2023-03-17,14
2023-03-06,GEN_003,정상운영,운전,2023-02-11,2023-04-01,7
2023-03-06,GEN_004,정상운영,운전,2023-02-20,2023-03-26,14
2023-03-06,GEN_005,정상운영,운전,2023-02-22,2023-04-03,10
2023-03-06,GEN_006,정비중,정지,2023-02-12,2023-04-01,12
2023-03-06,GEN_007,정상운영,운전,2023-02-15,2023-03-23,7
2023-03-06,GEN_008,고장,정지,2023-02-08,2023-03-27,9
2023-03-06,GEN_009,점검중,운전,2023-03-03,2023-03-24,10
2023-03-06,GEN_010,정상운영,운전,2023-02-09,2023-03-30,12
2023-03-07,GEN_001,정상운영,운전,2023-02-21,2023-03-30,10
2023-03-07,GEN_002,정상운영,운전,2023-02-10,2023-03-25,6
2023-03-07,GEN_003,정상운영,운전,2023-02-10,2023-03-25,3
2023-03-07,GEN_004,정상운영,운전,2023-03-06,2023-04-05,9
2023-03-07,GEN_005,정상운영,운전,2023-02-15,2023-03-25,5
2023-03-07,GEN_006,정상운영,운전,2023-02-08,2023-03-28,3
2023-03-07,GEN_007,정상운영,정지,2023-03-03,2023-03-28,12
2023-03-07,GEN_008,정상운영,대기,2023-03-03,2023-03-19,3
2023-03-07,GEN_009,정비중,운전,2023-02-25,2023-03-21,14
2023-03-07,GEN_010,정상운영,운전,2023-02-21,2023-03-25,12
2023-03-08,GEN_001,정비중,운전,2023-02-09,2023-03-31,3
2023-03-08,GEN_002,정상운영,운전,2023-03-05,2023-03-22,3
2023-03-08,GEN_003,정상운영,운전,2023-02-14,2023-03-23,9
2023-03-08,GEN_004,정비중,운전,2023-03-05,2023-03-31,11
2023-03-08,GEN_005,정상운영,대기,2023-03-05,2023-03-28,4
2023-03-08,GEN_006,정상운영,운전,2023-02-11,2023-03-25,3
2023-03-08,GEN_007,점검중,운전,2023-02-23,2023-03-22,3
2023-03-08,GEN_008,정상운영,운전,2023-02-07,2023-03-27,12
2023-03-08,GEN_009,정상운영,운전,2023-02-19,2023-03-24,13
2023-03-08,GEN_010,정상운영,정지,2023-03-07,2023-03-28,9
2023-03-09,GEN_001,정상운영,운전,2023-02-19,2023-04-01,6
2023-03-09,GEN_002,정상운영,대기,2023-03-06,2023-03-29,12
2023-03-09,GEN_003,정상운영,대기,2023-02-17,2023-03-21,8
2023-03-09,GEN_004,정상운영,운전,2023-02-26,2023-03-29,13
2023-03-09,GEN_005,정상운영,운전,2023-03-03,2023-03-22,2
2023-03-09,GEN_006,정상운영,정지,2023-03-04,2023-04-06,2
2023-03-09,GEN_007,정상운영,운전,2023-03-04,2023-03-28,11
2023-03-09,GEN_008,점검중,대기,2023-03-07,2023-04-06,11
2023-03-09,GEN_009,정상운영,운전,2023-02-27,2023-03-24,11
2023-03-09,GEN_010,정상운영,운전,2023-02-12,2023-04-05,9
2023-03-10,GEN_001,정상운영,운전,2023-02-19,2023-03-25,6
2023-03-10,GEN_002,정상운영,운전,2023-02-17,2023-04-01,4
2023-03-10,GEN_003,정상운영,운전,2023-02-15,2023-03-30,2
2023-03-10,GEN_004,정상운영,운전,2023-02-16,2023-03-23,9
2023-03-10,GEN_005,정상운영,운전,2023-02-18,2023-04-01,7
2023-03-10,GEN_006,정상운영,운전,2023-03-08,2023-03-27,10
2023-03-10,GEN_007,정상운영,정지,2023-02-23,2023-04-07,14
2023-03-10,GEN_008,정상운영,대기,2023-02-28,2023-03-20,12
2023-03-10,GEN_009,정비중,운전,2023-03-02,2023-04-06,10
2023-03-10,GEN_010,정상운영,운전,2023-02-19,2023-04-06,2
2023-03-11,GEN_001,정상운영,대기,2023-03-03,2023-03-23,12
2023-03-11,GEN_002,정상운영,운전,2023-02-14,2023-04-02,11
2023-03-11,GEN_003,정상운영,정지,2023-02-19,2023-03-24,7
2023-03-11,GEN_004,정상운영,운전,2023-03-04,2023-03-21,9
2023-03-11,GEN_005,정상운영,대기,2023-02-19,2023-04-05,8
2023-03-11,GEN_006,고장,운전,2023-02-20,2023-04-09,4
2023-03-11,GEN_007,정상운영,운전,2023-02-19,2023-03-30,2
2023-03-11,GEN_008,정상운영,운전,2023-02-23,2023-04-01,4
2023-03-11,GEN_009,점검중,운전,2023-02-17,2023-03-29,11
2023-03-11,GEN_010,정상운영,정지,2023-03-05,2023-03-26,13
2023-03-12,GEN_001,정상운영,운전,2023-02-27,2023-03-26,7
2023-03-12,GEN_002,정상운영,대기,2023-03-09,2023-04-01,13
2023-03-12,GEN_003,정비중,운전,2023-02-12,2023-03-25,8
2023-03-12,GEN_004,정상운영,운전,2023-02-15,2023-04-03,6
2023-03-12,GEN_005,정상운영,운전,2023-02-16,2023-04-02,14
2023-03-12,GEN_006,정상운영,운전,2023-02-23,2023-04-06,14
2023-03-12,GEN_007,정상운영,운전,2023-02-17,2023-03-28,13
2023-03-12,GEN_008,정상운영,운전,2023-03-06,2023-04-08,9
2023-03-12,GEN_009,정상운영,운전,2023-02-12,2023-03-24,9
2023-03-12,GEN_010,정상운영,운전,2023-02-19,2023-04-02,10
2023-03-13,GEN_001,정상운영,정지,2023-02-20,2023-03-27,12
2023-03-13,GEN_002,정비중,운전,2023-03-01,2023-04-06,8
2023-03-13,GEN_003,정상운영,대기,2023-02-12,2023-04-04,11
2023-03-13,GEN_004,정비중,운전,2023-03-09,2023-04-08,4
2023-03-13,GEN_005,정상운영,운전,2023-03-06,2023-04-06,11
2023-03-13,GEN_006,정상운영,운전,2023-02-19,2023-04-11,5
2023-03-13,GEN_007,정상운영,운전,2023-03-09,2023-03-31,6
